"Date","Price","Open","High","Low","Vol.","Change %"
"20/08/2025","5,472.32","5,475.58","5,491.52","5,450.83","","-0.20%"
"19/08/2025","5,483.28","5,438.98","5,489.46","5,438.98","","0.89%"
"18/08/2025","5,434.64","5,446.78","5,451.66","5,412.22","","-0.26%"
"15/08/2025","5,448.61","5,441.26","5,465.57","5,440.57","","0.26%"
"14/08/2025","5,434.70","5,391.83","5,438.37","5,390.37","","0.86%"
"13/08/2025","5,388.25","5,342.23","5,394.85","5,342.23","","0.98%"
"12/08/2025","5,335.97","5,340.19","5,348.70","5,312.19","","0.08%"
"11/08/2025","5,331.85","5,360.25","5,371.25","5,325.73","","-0.30%"
"08/08/2025","5,347.74","5,336.26","5,366.96","5,326.53","","0.29%"
"07/08/2025","5,332.07","5,261.32","5,353.88","5,261.32","","1.31%"
"06/08/2025","5,263.29","5,260.45","5,282.54","5,252.67","","0.26%"
"05/08/2025","5,249.59","5,254.75","5,270.45","5,235.92","","0.14%"
"04/08/2025","5,242.32","5,170.48","5,242.32","5,170.48","","1.49%"
"01/08/2025","5,165.60","5,304.04","5,304.04","5,154.83","","-2.90%"
"31/07/2025","5,319.92","5,405.66","5,419.62","5,317.61","","-1.36%"
"30/07/2025","5,393.18","5,376.43","5,404.08","5,363.98","","0.26%"
"29/07/2025","5,379.20","5,340.78","5,412.51","5,340.78","","0.78%"
"28/07/2025","5,337.58","5,381.59","5,417.28","5,330.97","","-0.27%"
"25/07/2025","5,352.16","5,342.66","5,362.23","5,317.54","","-0.06%"
"24/07/2025","5,355.20","5,365.92","5,396.31","5,337.97","","0.20%"
"23/07/2025","5,344.25","5,305.59","5,371.35","5,305.59","","1.02%"
"22/07/2025","5,290.48","5,332.32","5,332.32","5,277.85","","-0.98%"
"21/07/2025","5,342.98","5,358.19","5,360.05","5,318.53","","-0.30%"
"18/07/2025","5,359.23","5,385.37","5,404.32","5,353.10","","-0.33%"
"17/07/2025","5,377.15","5,338.99","5,377.15","5,336.58","","1.49%"
"16/07/2025","5,298.07","5,327.78","5,351.43","5,298.07","","-1.05%"
"15/07/2025","5,354.17","5,374.63","5,397.76","5,351.38","","-0.31%"
"14/07/2025","5,370.85","5,357.50","5,371.21","5,337.64","","-0.23%"
"11/07/2025","5,383.48","5,423.00","5,423.00","5,370.17","","-1.01%"
"10/07/2025","5,438.27","5,452.30","5,470.81","5,434.95","","-0.14%"
"09/07/2025","5,445.65","5,382.03","5,451.70","5,382.03","","1.37%"
"08/07/2025","5,371.95","5,346.33","5,375.41","5,333.53","","0.57%"
"07/07/2025","5,341.54","5,292.79","5,341.54","5,289.19","","1.00%"
"04/07/2025","5,288.81","5,320.94","5,320.94","5,274.88","","-1.02%"
"03/07/2025","5,343.15","5,325.85","5,343.15","5,302.59","","0.46%"
"02/07/2025","5,318.72","5,294.27","5,323.53","5,285.25","","0.69%"
"01/07/2025","5,282.43","5,308.01","5,314.39","5,265.94","","-0.39%"
"30/06/2025","5,303.24","5,337.74","5,341.77","5,296.46","","-0.42%"
"27/06/2025","5,325.64","5,268.82","5,325.64","5,268.82","","1.56%"
"26/06/2025","5,244.03","5,261.16","5,273.81","5,222.76","","-0.15%"
"25/06/2025","5,252.01","5,302.94","5,316.26","5,252.01","","-0.85%"
"24/06/2025","5,297.07","5,261.92","5,323.08","5,261.92","","1.44%"
"23/06/2025","5,221.90","5,224.34","5,249.18","5,189.59","","-0.22%"
